pin,slack
AHB_IF_0/HADDR_6[11]:A,7341
AHB_IF_0/HADDR_6[11]:B,7518
AHB_IF_0/HADDR_6[11]:Y,7341
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_5:A,4891
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_5:B,5378
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_5:C,7214
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_5:Y,4891
eSRAM_eNVM_RW_0/un1_current_state_20_i_0_0_a2_0_2:A,4954
eSRAM_eNVM_RW_0/un1_current_state_20_i_0_0_a2_0_2:B,4874
eSRAM_eNVM_RW_0/un1_current_state_20_i_0_0_a2_0_2:C,4702
eSRAM_eNVM_RW_0/un1_current_state_20_i_0_0_a2_0_2:D,3683
eSRAM_eNVM_RW_0/un1_current_state_20_i_0_0_a2_0_2:Y,3683
eSRAM_eNVM_RW_0/data_lm_0[30]:A,4806
eSRAM_eNVM_RW_0/data_lm_0[30]:B,5114
eSRAM_eNVM_RW_0/data_lm_0[30]:Y,4806
eSRAM_eNVM_RW_0/data_cnt_RNI841P1[4]:A,6262
eSRAM_eNVM_RW_0/data_cnt_RNI841P1[4]:B,6163
eSRAM_eNVM_RW_0/data_cnt_RNI841P1[4]:C,6102
eSRAM_eNVM_RW_0/data_cnt_RNI841P1[4]:D,4871
eSRAM_eNVM_RW_0/data_cnt_RNI841P1[4]:Y,4871
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_182:A,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_182:B,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_182:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_182:IPA,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ:A,4891
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ:B,5190
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ:C,7214
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ:Y,4891
eSRAM_eNVM_RW_0/addr_temp_cnst_i_a2_i_0_o2[3]:A,6094
eSRAM_eNVM_RW_0/addr_temp_cnst_i_a2_i_0_o2[3]:B,6188
eSRAM_eNVM_RW_0/addr_temp_cnst_i_a2_i_0_o2[3]:C,3813
eSRAM_eNVM_RW_0/addr_temp_cnst_i_a2_i_0_o2[3]:D,4727
eSRAM_eNVM_RW_0/addr_temp_cnst_i_a2_i_0_o2[3]:Y,3813
eSRAM_eNVM_RW_0/data_cry[23]:A,
eSRAM_eNVM_RW_0/data_cry[23]:B,6359
eSRAM_eNVM_RW_0/data_cry[23]:C,
eSRAM_eNVM_RW_0/data_cry[23]:CC,5160
eSRAM_eNVM_RW_0/data_cry[23]:D,
eSRAM_eNVM_RW_0/data_cry[23]:P,
eSRAM_eNVM_RW_0/data_cry[23]:S,5160
eSRAM_eNVM_RW_0/data_cry[23]:UB,
SPI_Master_0/count[26]:ADn,
SPI_Master_0/count[26]:ALn,
SPI_Master_0/count[26]:CLK,1338
SPI_Master_0/count[26]:D,5055
SPI_Master_0/count[26]:EN,
SPI_Master_0/count[26]:LAT,
SPI_Master_0/count[26]:Q,1338
SPI_Master_0/count[26]:SD,
SPI_Master_0/count[26]:SLn,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_29:A,4891
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_29:B,5296
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_29:C,7214
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_29:Y,4891
eSRAM_eNVM_RW_0/ram_wdata[16]:ADn,
eSRAM_eNVM_RW_0/ram_wdata[16]:ALn,
eSRAM_eNVM_RW_0/ram_wdata[16]:CLK,7616
eSRAM_eNVM_RW_0/ram_wdata[16]:D,8625
eSRAM_eNVM_RW_0/ram_wdata[16]:EN,3236
eSRAM_eNVM_RW_0/ram_wdata[16]:LAT,
eSRAM_eNVM_RW_0/ram_wdata[16]:Q,7616
eSRAM_eNVM_RW_0/ram_wdata[16]:SD,
eSRAM_eNVM_RW_0/ram_wdata[16]:SLn,
eSRAM_eNVM_RW_0/data_lm_0[7]:A,4092
eSRAM_eNVM_RW_0/data_lm_0[7]:B,5409
eSRAM_eNVM_RW_0/data_lm_0[7]:C,4662
eSRAM_eNVM_RW_0/data_lm_0[7]:Y,4092
eSRAM_eNVM_RW_0/addr_temp[18]:ADn,
eSRAM_eNVM_RW_0/addr_temp[18]:ALn,
eSRAM_eNVM_RW_0/addr_temp[18]:CLK,6261
eSRAM_eNVM_RW_0/addr_temp[18]:D,3558
eSRAM_eNVM_RW_0/addr_temp[18]:EN,3235
eSRAM_eNVM_RW_0/addr_temp[18]:LAT,
eSRAM_eNVM_RW_0/addr_temp[18]:Q,6261
eSRAM_eNVM_RW_0/addr_temp[18]:SD,
eSRAM_eNVM_RW_0/addr_temp[18]:SLn,
SPI_Master_0/continue_4_iv_0_a2_0_0:A,5297
SPI_Master_0/continue_4_iv_0_a2_0_0:B,5238
SPI_Master_0/continue_4_iv_0_a2_0_0:C,5179
SPI_Master_0/continue_4_iv_0_a2_0_0:Y,5179
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_169:A,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_169:B,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_169:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_169:IPA,
AHB_IF_0/HADDR_6[3]:A,7341
AHB_IF_0/HADDR_6[3]:B,7518
AHB_IF_0/HADDR_6[3]:Y,7341
SPI_Master_0/CLKOUT_1:ADn,
SPI_Master_0/CLKOUT_1:ALn,
SPI_Master_0/CLKOUT_1:CLK,4943
SPI_Master_0/CLKOUT_1:D,962
SPI_Master_0/CLKOUT_1:EN,8266
SPI_Master_0/CLKOUT_1:LAT,
SPI_Master_0/CLKOUT_1:Q,4943
SPI_Master_0/CLKOUT_1:SD,
SPI_Master_0/CLKOUT_1:SLn,
PRDATA_obuf[27]/U0/U_IOPAD:D,
PRDATA_obuf[27]/U0/U_IOPAD:E,
PRDATA_obuf[27]/U0/U_IOPAD:PAD,
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/arbRegSMCurrentState_RNO[5]:A,4866
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/arbRegSMCurrentState_RNO[5]:B,7510
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/arbRegSMCurrentState_RNO[5]:Y,4866
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/arbRegSMCurrentState_RNO[9]:A,4866
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/arbRegSMCurrentState_RNO[9]:B,7510
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/slavestage_16/slave_arbiter/arbRegSMCurrentState_RNO[9]:Y,4866
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_224:A,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_224:B,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_224:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_224:IPA,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_224:IPB,
eSRAM_eNVM_RW_0/data[24]:ADn,
eSRAM_eNVM_RW_0/data[24]:ALn,5922
eSRAM_eNVM_RW_0/data[24]:CLK,5485
eSRAM_eNVM_RW_0/data[24]:D,4750
eSRAM_eNVM_RW_0/data[24]:EN,3406
eSRAM_eNVM_RW_0/data[24]:LAT,
eSRAM_eNVM_RW_0/data[24]:Q,5485
eSRAM_eNVM_RW_0/data[24]:SD,
eSRAM_eNVM_RW_0/data[24]:SLn,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_140:A,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_140:B,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_140:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_140:IPA,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_140:IPB,
SPI_Master_0/PRDATA_buf[15]:ADn,
SPI_Master_0/PRDATA_buf[15]:ALn,
SPI_Master_0/PRDATA_buf[15]:CLK,8617
SPI_Master_0/PRDATA_buf[15]:D,8617
SPI_Master_0/PRDATA_buf[15]:EN,3329
SPI_Master_0/PRDATA_buf[15]:LAT,
SPI_Master_0/PRDATA_buf[15]:Q,8617
SPI_Master_0/PRDATA_buf[15]:SD,
SPI_Master_0/PRDATA_buf[15]:SLn,
SPI_Master_0/clk_toggles_0_sqmuxa_1_0_a2_0_0:A,5339
SPI_Master_0/clk_toggles_0_sqmuxa_1_0_a2_0_0:B,5289
SPI_Master_0/clk_toggles_0_sqmuxa_1_0_a2_0_0:C,5192
SPI_Master_0/clk_toggles_0_sqmuxa_1_0_a2_0_0:D,5094
SPI_Master_0/clk_toggles_0_sqmuxa_1_0_a2_0_0:Y,5094
PRDATA_obuf[23]/U0/U_IOOUTFF:A,
PRDATA_obuf[23]/U0/U_IOOUTFF:Y,
TPSRAM_0/eSRAM_eNVM_access_top_TPSRAM_0_TPSRAM_R0C0/CFG_31:B,8466
TPSRAM_0/eSRAM_eNVM_access_top_TPSRAM_0_TPSRAM_R0C0/CFG_31:C,
TPSRAM_0/eSRAM_eNVM_access_top_TPSRAM_0_TPSRAM_R0C0/CFG_31:IPB,8466
TPSRAM_0/eSRAM_eNVM_access_top_TPSRAM_0_TPSRAM_R0C0/CFG_31:IPC,
SPI_Master_0/PWDATA_buf[39]:ADn,
SPI_Master_0/PWDATA_buf[39]:ALn,
SPI_Master_0/PWDATA_buf[39]:CLK,8625
SPI_Master_0/PWDATA_buf[39]:D,4785
SPI_Master_0/PWDATA_buf[39]:EN,2112
SPI_Master_0/PWDATA_buf[39]:LAT,
SPI_Master_0/PWDATA_buf[39]:Q,8625
SPI_Master_0/PWDATA_buf[39]:SD,
SPI_Master_0/PWDATA_buf[39]:SLn,
SPI_Master_0/count[13]:ADn,
SPI_Master_0/count[13]:ALn,
SPI_Master_0/count[13]:CLK,1072
SPI_Master_0/count[13]:D,5168
SPI_Master_0/count[13]:EN,
SPI_Master_0/count[13]:LAT,
SPI_Master_0/count[13]:Q,1072
SPI_Master_0/count[13]:SD,
SPI_Master_0/count[13]:SLn,
eSRAM_eNVM_RW_0/data_cry[13]:A,
eSRAM_eNVM_RW_0/data_cry[13]:B,5241
eSRAM_eNVM_RW_0/data_cry[13]:C,
eSRAM_eNVM_RW_0/data_cry[13]:CC,5310
eSRAM_eNVM_RW_0/data_cry[13]:D,
eSRAM_eNVM_RW_0/data_cry[13]:P,5241
eSRAM_eNVM_RW_0/data_cry[13]:S,5310
eSRAM_eNVM_RW_0/data_cry[13]:UB,
AHB_IF_0/HWDATA_int[5]:ADn,
AHB_IF_0/HWDATA_int[5]:ALn,
AHB_IF_0/HWDATA_int[5]:CLK,8625
AHB_IF_0/HWDATA_int[5]:D,8617
AHB_IF_0/HWDATA_int[5]:EN,6922
AHB_IF_0/HWDATA_int[5]:LAT,
AHB_IF_0/HWDATA_int[5]:Q,8625
AHB_IF_0/HWDATA_int[5]:SD,
AHB_IF_0/HWDATA_int[5]:SLn,
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/slavestage_16/HWDATA[4]:A,7330
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/slavestage_16/HWDATA[4]:B,7485
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/slavestage_16/HWDATA[4]:Y,7330
TPSRAM_0/eSRAM_eNVM_access_top_TPSRAM_0_TPSRAM_R0C0/CFG_0:B,8424
TPSRAM_0/eSRAM_eNVM_access_top_TPSRAM_0_TPSRAM_R0C0/CFG_0:C,
TPSRAM_0/eSRAM_eNVM_access_top_TPSRAM_0_TPSRAM_R0C0/CFG_0:IPB,8424
TPSRAM_0/eSRAM_eNVM_access_top_TPSRAM_0_TPSRAM_R0C0/CFG_0:IPC,
eSRAM_eNVM_RW_0/addr_temp[7]:ADn,
eSRAM_eNVM_RW_0/addr_temp[7]:ALn,
eSRAM_eNVM_RW_0/addr_temp[7]:CLK,6261
eSRAM_eNVM_RW_0/addr_temp[7]:D,3294
eSRAM_eNVM_RW_0/addr_temp[7]:EN,3235
eSRAM_eNVM_RW_0/addr_temp[7]:LAT,
eSRAM_eNVM_RW_0/addr_temp[7]:Q,6261
eSRAM_eNVM_RW_0/addr_temp[7]:SD,
eSRAM_eNVM_RW_0/addr_temp[7]:SLn,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_189:A,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_189:B,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_189:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_189:IPA,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_23:A,4891
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_23:B,5234
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_23:C,7214
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_23:Y,4891
SPI_Master_0/PWDATA_buf[27]:ADn,
SPI_Master_0/PWDATA_buf[27]:ALn,
SPI_Master_0/PWDATA_buf[27]:CLK,7526
SPI_Master_0/PWDATA_buf[27]:D,4707
SPI_Master_0/PWDATA_buf[27]:EN,2112
SPI_Master_0/PWDATA_buf[27]:LAT,
SPI_Master_0/PWDATA_buf[27]:Q,7526
SPI_Master_0/PWDATA_buf[27]:SD,
SPI_Master_0/PWDATA_buf[27]:SLn,
eSRAM_eNVM_RW_0/addr_temp_lm_0[9]:A,3558
eSRAM_eNVM_RW_0/addr_temp_lm_0[9]:B,5409
eSRAM_eNVM_RW_0/addr_temp_lm_0[9]:Y,3558
AHB_IF_0/HADDR_6[10]:A,7341
AHB_IF_0/HADDR_6[10]:B,7518
AHB_IF_0/HADDR_6[10]:Y,7341
SPI_Master_0/ss_n_RNO:A,7132
SPI_Master_0/ss_n_RNO:Y,7132
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_29:A,4106
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_29:B,3989
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_29:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_29:IPA,4106
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_29:IPB,3989
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/slavestage_16/HWDATA[31]:A,7368
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/slavestage_16/HWDATA[31]:B,7523
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/slavestage_16/HWDATA[31]:Y,7368
SPI_Master_0/PWDATA_buf_RNO[6]:A,7616
SPI_Master_0/PWDATA_buf_RNO[6]:B,7526
SPI_Master_0/PWDATA_buf_RNO[6]:C,4707
SPI_Master_0/PWDATA_buf_RNO[6]:D,6878
SPI_Master_0/PWDATA_buf_RNO[6]:Y,4707
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_27:A,4891
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_27:B,5213
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_27:C,7214
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST_RNII8IJ_27:Y,4891
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_16:A,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_16:B,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_16:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_16:IPA,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_16:IPB,
eSRAM_eNVM_RW_0/addr_temp_cry[24]:A,
eSRAM_eNVM_RW_0/addr_temp_cry[24]:B,6261
eSRAM_eNVM_RW_0/addr_temp_cry[24]:C,
eSRAM_eNVM_RW_0/addr_temp_cry[24]:CC,5133
eSRAM_eNVM_RW_0/addr_temp_cry[24]:D,
eSRAM_eNVM_RW_0/addr_temp_cry[24]:P,
eSRAM_eNVM_RW_0/addr_temp_cry[24]:S,5133
eSRAM_eNVM_RW_0/addr_temp_cry[24]:UB,
AHB_IF_0/DATAOUT[17]:ADn,
AHB_IF_0/DATAOUT[17]:ALn,5922
AHB_IF_0/DATAOUT[17]:CLK,8625
AHB_IF_0/DATAOUT[17]:D,4891
AHB_IF_0/DATAOUT[17]:EN,3425
AHB_IF_0/DATAOUT[17]:LAT,
AHB_IF_0/DATAOUT[17]:Q,8625
AHB_IF_0/DATAOUT[17]:SD,
AHB_IF_0/DATAOUT[17]:SLn,
PRDATA_obuf[9]/U0/U_IOPAD:D,
PRDATA_obuf[9]/U0/U_IOPAD:E,
PRDATA_obuf[9]/U0/U_IOPAD:PAD,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_193:A,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_193:B,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_193:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_193:IPA,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_193:IPB,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_193:IPC,
eSRAM_eNVM_RW_0/current_state[14]:ADn,
eSRAM_eNVM_RW_0/current_state[14]:ALn,5922
eSRAM_eNVM_RW_0/current_state[14]:CLK,3352
eSRAM_eNVM_RW_0/current_state[14]:D,4938
eSRAM_eNVM_RW_0/current_state[14]:EN,
eSRAM_eNVM_RW_0/current_state[14]:LAT,
eSRAM_eNVM_RW_0/current_state[14]:Q,3352
eSRAM_eNVM_RW_0/current_state[14]:SD,
eSRAM_eNVM_RW_0/current_state[14]:SLn,
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt[3]:ADn,
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt[3]:ALn,5922
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt[3]:CLK,2407
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt[3]:D,5036
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt[3]:EN,4510
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt[3]:LAT,
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt[3]:Q,2407
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt[3]:SD,
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt[3]:SLn,
SPI_Master_0/PWDATA_buf_2_sqmuxa_0_o2:A,4138
SPI_Master_0/PWDATA_buf_2_sqmuxa_0_o2:B,4047
SPI_Master_0/PWDATA_buf_2_sqmuxa_0_o2:C,3994
SPI_Master_0/PWDATA_buf_2_sqmuxa_0_o2:D,3902
SPI_Master_0/PWDATA_buf_2_sqmuxa_0_o2:Y,3902
eSRAM_eNVM_RW_0/current_state_RNI6AUF[16]:A,3893
eSRAM_eNVM_RW_0/current_state_RNI6AUF[16]:B,3760
eSRAM_eNVM_RW_0/current_state_RNI6AUF[16]:C,3756
eSRAM_eNVM_RW_0/current_state_RNI6AUF[16]:Y,3756
SPI_Master_0/un1_reset_inv_2_i_a2_1:A,3620
SPI_Master_0/un1_reset_inv_2_i_a2_1:B,
SPI_Master_0/un1_reset_inv_2_i_a2_1:Y,3620
SPI_Master_0/un1_count_cry_30:A,
SPI_Master_0/un1_count_cry_30:B,6126
SPI_Master_0/un1_count_cry_30:C,
SPI_Master_0/un1_count_cry_30:CC,4897
SPI_Master_0/un1_count_cry_30:D,
SPI_Master_0/un1_count_cry_30:P,6126
SPI_Master_0/un1_count_cry_30:S,4897
SPI_Master_0/un1_count_cry_30:UB,
eSRAM_eNVM_RW_0/data_s_71_CC_2:CC[0],5282
eSRAM_eNVM_RW_0/data_s_71_CC_2:CC[1],5092
eSRAM_eNVM_RW_0/data_s_71_CC_2:CC[2],5023
eSRAM_eNVM_RW_0/data_s_71_CC_2:CC[3],5077
eSRAM_eNVM_RW_0/data_s_71_CC_2:CC[4],5046
eSRAM_eNVM_RW_0/data_s_71_CC_2:CC[5],5072
eSRAM_eNVM_RW_0/data_s_71_CC_2:CC[6],5114
eSRAM_eNVM_RW_0/data_s_71_CC_2:CC[7],5068
eSRAM_eNVM_RW_0/data_s_71_CC_2:CI,5023
eSRAM_eNVM_RW_0/data_s_71_CC_2:P[0],5485
eSRAM_eNVM_RW_0/data_s_71_CC_2:P[10],
eSRAM_eNVM_RW_0/data_s_71_CC_2:P[11],
eSRAM_eNVM_RW_0/data_s_71_CC_2:P[1],5507
eSRAM_eNVM_RW_0/data_s_71_CC_2:P[2],5722
eSRAM_eNVM_RW_0/data_s_71_CC_2:P[3],5693
eSRAM_eNVM_RW_0/data_s_71_CC_2:P[4],
eSRAM_eNVM_RW_0/data_s_71_CC_2:P[5],
eSRAM_eNVM_RW_0/data_s_71_CC_2:P[6],6090
eSRAM_eNVM_RW_0/data_s_71_CC_2:P[7],
eSRAM_eNVM_RW_0/data_s_71_CC_2:P[8],
eSRAM_eNVM_RW_0/data_s_71_CC_2:P[9],
eSRAM_eNVM_RW_0/data_s_71_CC_2:UB[0],
eSRAM_eNVM_RW_0/data_s_71_CC_2:UB[10],
eSRAM_eNVM_RW_0/data_s_71_CC_2:UB[11],
eSRAM_eNVM_RW_0/data_s_71_CC_2:UB[1],
eSRAM_eNVM_RW_0/data_s_71_CC_2:UB[2],
eSRAM_eNVM_RW_0/data_s_71_CC_2:UB[3],
eSRAM_eNVM_RW_0/data_s_71_CC_2:UB[4],
eSRAM_eNVM_RW_0/data_s_71_CC_2:UB[5],
eSRAM_eNVM_RW_0/data_s_71_CC_2:UB[6],
eSRAM_eNVM_RW_0/data_s_71_CC_2:UB[7],
eSRAM_eNVM_RW_0/data_s_71_CC_2:UB[8],
eSRAM_eNVM_RW_0/data_s_71_CC_2:UB[9],
eSRAM_eNVM_RW_0/un1_current_state_20_i_0_0_a2_0_4:A,3941
eSRAM_eNVM_RW_0/un1_current_state_20_i_0_0_a2_0_4:B,4873
eSRAM_eNVM_RW_0/un1_current_state_20_i_0_0_a2_0_4:C,3683
eSRAM_eNVM_RW_0/un1_current_state_20_i_0_0_a2_0_4:Y,3683
AHB_IF_0/HWDATA[19]:ADn,
AHB_IF_0/HWDATA[19]:ALn,5922
AHB_IF_0/HWDATA[19]:CLK,7507
AHB_IF_0/HWDATA[19]:D,8625
AHB_IF_0/HWDATA[19]:EN,3433
AHB_IF_0/HWDATA[19]:LAT,
AHB_IF_0/HWDATA[19]:Q,7507
AHB_IF_0/HWDATA[19]:SD,
AHB_IF_0/HWDATA[19]:SLn,
AHB_IF_0/HWDATA_int[14]:ADn,
AHB_IF_0/HWDATA_int[14]:ALn,
AHB_IF_0/HWDATA_int[14]:CLK,8625
AHB_IF_0/HWDATA_int[14]:D,8617
AHB_IF_0/HWDATA_int[14]:EN,6922
AHB_IF_0/HWDATA_int[14]:LAT,
AHB_IF_0/HWDATA_int[14]:Q,8625
AHB_IF_0/HWDATA_int[14]:SD,
AHB_IF_0/HWDATA_int[14]:SLn,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_83:A,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_83:B,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_83:C,
eSRAM_eNVM_access_0/eSRAM_eNVM_access_HPMS_0/MSS_ADLIB_INST/IP_INTERFACE_83:IPB,
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt[14]:ADn,
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt[14]:ALn,5922
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt[14]:CLK,2643
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt[14]:D,5050
eSRAM_eNVM_access_0/CoreAHBLite_0/matrix4x16/masterstage_0/SDATASELInt[14]:EN,4510
